NodeID 人物编号,Focused_or_Related 核心人物/相关人物,Chinese_Name 汉字人物姓名,English_Name 英语人物姓名,VIAF,YOB 出生年份,YOD 逝世年份,Dialect_Group 方言群,Hometown_in_Details 细致祖籍地,Search_by_Place_of_Birth 出生地检索,NLB_Link NLB链接
299,Related,曾全福,Nil,,1849,1920,粤/Canton,广东/Guangdong,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
300,Related,邱文林,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
301,Related,阮添寿,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
302,Related,许山治,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
303,Related,李庆庸,Nil,,Nil,Nil,暂无/Nil,马六甲（其父世居马六甲）/Malacca (the father of his family in Malacca),暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
304,Related,佘石城,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
305,Related,陈德娘,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
306,Related,陈俊睦,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
307,Related,陈俊善,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
308,Related,陈恭三,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
309,Related,陈恭敬,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
310,Related,林光瑗,Nil,,Nil,Nil,暂无/Nil,马六甲/Malacca,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
311,Related,林长水,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
312,Related,林永庆,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
313,Related,陈明岩,Nil,,Nil,Nil,闽/Hokkien,"福建省永春县/Yongchun County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
314,Related,杨如陵,Nil,,1907,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
315,Related,林景烈,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
316,Related,陈玉合,Nil,,Nil,Nil,闽/Hokkien,"福建省永春县/Yongchun County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
317,Related,杨鸿泰,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
318,Related,陈若铨,Nil,,Nil,Nil,闽/Hokkien,"福建省永春县/Yongchun County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
319,Related,陈振盛,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
320,Related,洪俊成,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,马六甲/Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html
321,Related,洪捷发,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
322,Related,章三潮,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
323,Related,沈阿溪,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
324,Related,黄宗山,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
325,Related,黄祥达,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
326,Related,郑玉瓞,Nil,,Nil,Nil,闽/Hokkien,"福建省漳州市/Quzhou City, Fujian Province",马六甲/Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html
327,Related,陈明远,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
328,Related,陈庆照,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
329,Related,泰王,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
330,Related,陈德道,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
331,Related,陈季良,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
332,Related,龚光传,Nil,,Nil,Nil,闽/Hokkien,"福建省漳州/Zhangzhou, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
333,Related,陈静雅,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县/Haicheng County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
334,Related,龚菽惠,Nil,,Nil,Nil,闽/Hokkien,"福建省漳州/Zhangzhou, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
335,Related,蔡绵溪,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",马六甲/Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html
336,Related,陈文确,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
337,Related,谢源英,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
338,Related,陈思源,Nil,,Nil,Nil,闽/Hokkien,"福建省永春县/Yongchun County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
339,Related,李庆烈,Nil,,Nil,Nil,暂无/Nil,马六甲/Malacca,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
340,Related,李攀福,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
341,Related,陈仙精,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
342,Related,曾江水,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
343,Related,陈温祥,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
344,Related,陈达贤,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
345,Related,刘隆镇,Nil,,Nil,Nil,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
346,Related,张善庆,Nil,,Nil,Nil,闽/Hokkien,"福建省南靖县/Nanjing County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
347,Related,刘溪士,Nil,,Nil,Nil,暂无/Nil,新加坡/Singapore,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
348,Related,杨本盛,Nil,,Nil,Nil,闽/Hokkien,"福建省金门县/Jinmen County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
349,Related,陈正端,Nil,,Nil,Nil,暂无/Nil,新加坡/Singapore,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
350,Related,陈合盛,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
351,Related,阿瑟•杨格,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
352,Related,张贵添,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
353,Related,罗窗绮,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
354,Related,林德为,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
355,Related,徐桂梦,Nil,,Nil,Nil,闽/Hokkien,"福建省漳州市/Quzhou City, Fujian Province",马六甲/Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html
356,Related,罗丰禄,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
357,Related,蔡仰泰,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,马六甲/Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html
358,Related,宾威廉,Nil,,Nil,Nil,暂无/Nil,英国/United Kingdom,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
359,Related,库克姑娘,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
360,Related,基斯柏里,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
361,Related,格兰特,Nil,,Nil,Nil,暂无/Nil,英国/United Kingdom,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
362,Related,陈德顺,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
363,Related,陈有为,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
364,Related,陈有余,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
365,Related,陈玉英,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
366,Related,宋振荣,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
367,Related,赵恭喜,Nil,,1873,1943,粤/Canton,"广东省新宁县/Xinning County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
368,Related,陈丙荣,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
369,Related,陈秋金,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
370,Related,郑文德,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
371,Focused,陈谦福,Tan Kheam Hock,,1862,1922,闽/Hokkien,槟城/Penang,暂无/Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/vHaD1k5ULS8&label=Tan,%20Kheam%20Hock"
372,Related,李荣元,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
373,Related,陈振,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
374,Related,陈浩盛,Nil,,Nil,1824,潮/Teochew,"广东省潮州/Chaozhou, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
375,Related,张友,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
376,Related,黄文元,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
377,Related,陈祀柏,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
378,Related,陈周锦,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
379,Related,陈合隆,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
380,Related,李碧云,Nil,,Nil,Nil,暂无/Nil,马六甲/Malacca,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
381,Related,佘应瑾,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
382,Related,陈佛元,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
383,Related,陈昭彬,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
384,Related,潘春阳,Nil,,1851,1913,潮/Teochew,广东/Guangdong,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
385,Related,刘孝钦,Nil,,Nil,Nil,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
386,Related,阿武峇卡,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
387,Related,陈振贤,Nil,,1894,1965,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
388,Related,林德义,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
389,Related,黄阿舍,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
390,Related,阿尔伯特王子,Nil,,Nil,Nil,暂无/Nil,英国/United Kingdom,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
391,Related,乔治王子,Nil,,Nil,Nil,暂无/Nil,英国/United Kingdom,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
392,Related,朱惠琳,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
393,Related,陈先进,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
394,Related,邱国瓦,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
395,Related,郑螺生,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
396,Related,林金殿,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
397,Related,胡先愿,Nil,,Nil,Nil,闽/Hokkien,"福建省同安县/Tong'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
398,Related,黄庆昌,Nil,,Nil,Nil,闽/Hokkien,"福建省金门县/Jinmen County, Fujian Province",古晋/Kuching,http://shgis.nus.edu.sg/sbdb/unavailable.html
399,Related,黄卓善,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
400,Related,王丙丁,Nil,,Nil,Nil,闽/Hokkien,"福建省金门县/Jinmen County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
401,Related,林斐,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
402,Related,陈祯祥,Nil,,Nil,Nil,闽/Hokkien,"福建省厦门市/Xiamen City, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
403,Related,康乐公爵,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
404,Related,戴板鹗,Nil,,Nil,Nil,闽/Hokkien,"福建省漳浦县/Zhangpu County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
405,Related,蔡南,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
406,Related,陈金殿,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
407,Related,洪金捷,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
408,Related,佘怀德,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
409,Related,佘德秀,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
410,Related,温振周,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
411,Related,林顶合,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
412,Related,戴山交,Nil,,Nil,Nil,闽/Hokkien,"福建省漳浦县/Zhangpu County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
413,Related,戴文通,Nil,,Nil,Nil,闽/Hokkien,"福建省漳浦县/Zhangpu County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
414,Related,陈允洛,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
415,Related,李厚基,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
416,Related,吴氏,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
417,Related,傅紫曦,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",南安/Nan'an,http://shgis.nus.edu.sg/sbdb/unavailable.html
418,Related,傅紫祯,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",南安/Nan'an,http://shgis.nus.edu.sg/sbdb/unavailable.html
419,Related,傅紫礼,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",南安/Nan'an,http://shgis.nus.edu.sg/sbdb/unavailable.html
420,Related,刘韵仙,Nil,,Nil,Nil,三江/Sam Kiang,江西/Jiangxi,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
421,Related,傅超人,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
422,Related,傅超贤,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
423,Related,傅继慈,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
424,Related,巴素,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
425,Related,米勒,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
426,Related,郭可培,Nil,,Nil,Nil,闽/Hokkien,"福建省福清县/Fuqing County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
427,Related,郭玉英,Nil,,Nil,Nil,闽/Hokkien,"福建省福清县/Fuqing County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
428,Related,郭成瑞,Nil,,Nil,Nil,闽/Hokkien,"福建省福清县/Fuqing County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
429,Related,黄重吉,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
430,Related,许生理,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
431,Related,洪基源,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
432,Related,萧长水,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
433,Related,萧清南,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
434,Related,萧清发,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
435,Related,陈笃,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
436,Related,洪福寿,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
437,Related,王嘉禄,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
438,Related,李亮琪,Nil,,1891,1959,粤/Canton,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
439,Related,庄惠泉,Nil,,Nil,Nil,闽/Hokkien,"福建省安溪县/Anxi County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
440,Related,李金泉,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
441,Related,叶瑞人,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
442,Related,王吉士,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
443,Related,英倚泉,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
444,Related,胡子钦,Nil,,Nil,Nil,客/Hakka,"福建省永定县/Yongding County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
445,Related,郑氏（姐）,Nil,,Nil,Nil,暂无/Nil,槟城/Penang,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
446,Related,郑氏（妹）,Nil,,Nil,Nil,暂无/Nil,槟城/Penang,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
447,Related,杜苏,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
448,Related,张凤英,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
449,Related,胡清才,Nil,,1925,1973,客/Hakka,"福建省永定县/Yongding County, Fujian Province",仰光/Yangon,http://shgis.nus.edu.sg/sbdb/unavailable.html
450,Related,胡清湖,Nil,,Nil,Nil,客/Hakka,"福建省永定县/Yongding County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
451,Related,李志城,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
452,Related,胡清新,Nil,,Nil,Nil,客/Hakka,"福建省永定县/Yongding County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
453,Related,李益森,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
454,Related,胡清德,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
455,Related,汤湘霖,Nil,,Nil,Nil,客/Hakka,"广东省梅县/Mei County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
456,Related,林霭民,Nil,,Nil,1965,客/Hakka,"福建省永定县/Yongding County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
457,Related,转道,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
458,Related,郑雨生,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
459,Related,胡好,Nil,,1919,1951,客/Hakka,"福建省永定县/Yongding County, Fujian Province",仰光/Yangon,http://shgis.nus.edu.sg/sbdb/unavailable.html
460,Related,胡资周,Nil,,1904,1962,客/Hakka,"福建省永定县/Yongding County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
461,Related,胡蛟,Nil,,1914,1984,客/Hakka,"福建省永定县/Yongding County, Fujian Province",仰光/Yangon,http://shgis.nus.edu.sg/sbdb/unavailable.html
462,Related,邱立南,Nil,,Nil,Nil,粤/Canton,"广东省南顺县/Nanshun County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
463,Related,胡亚业,Nil,,Nil,Nil,粤/Canton,"广东省广州市/Guangzhou, Guangdong",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
464,Related,维多利亚女皇,Nil,,Nil,Nil,暂无/Nil,英国/United Kingdom,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
