person ID,chinese name,hanyupinyin_ corrected,year of birth,year of death,出生地 (1st column is self-designated without referencing sources),,,birth - province,birth - level2,birth - level 3,birth - level 4,birth - level 5
C00388,陈宗祺,chen zong qi,,,,,,,,,,
C00389,陈宗瑞,chen zong rui,1910,1985,,,,广东,潮州,,,
C00390,陈祖云,chen zu yun,1909,1977,,,,广东,大埔,,,
C00391,池传楹,chi chuan ying,1900,1976,,,,浙江,平阳,,,
C00392,崔大地,cui da di,1903,1974,,,,上海,,,,
C00393,戴板鹗,dai ban e,,,,,,福建,漳浦,,,
C00394,黛丁,dai ding,? ,1979,,,,广东,潮州,,,
C00395,戴河水,dai he shui,1834,1903,,,,福建,漳浦,,,
C00396,邓文光,deng wen guang,1880,1956, ,,,广东,大埔,,,
C00397,邓旭进,deng xu jin ,1789,1860,,,,——,,,,
C00398,邓炎照,deng yan zhao,1903,1982,中国,,,福建,龙岩,,,
C00399,丁冰,ding bing,1927,1960,中国,,,广东,琼山,,,
C00400,丁锡荣,ding xi rong ,1899,1983,,,,福建,南安,,,
C00401,董黼卿,dong fu qing,1900,1942,,,,广东,饶平,,,
C00402,杜景禧,du jing xi,1892,1976,,,,广东,澄海,,,
C00403,方汉京,fang han jing ,1893,1976,,,,福建,惠安,,,
C00404,冯查理,feng cha li,——,,马来西亚 ,砂拉越,,——,,,,
C00405,冯长风,feng chang feng,1905,1982,,,,广东,阳江,,,
C00406,冯国桢,feng guo zhen,1908,1951,中国,,,广东,中山,,,
C00407,冯蕉衣,feng jiao yi,1913,1940,,,,广东,潮安,,,
C00408,符和琳,fu he lin,1940,1990,,,,广东,琼州（海南),,,
C00409,符和谦,fu he qian,1900,1942,,,,广东,琼州（海南),,,
C00410,符气南,fu qi nan,1944,1978,新加坡,,,广东,文昌,,,
C00411,傅文楷,fu wen kai,? ,1977,中国,,,广东,梅县,,,
C00412,傅无闷,fu wu men,1892,1965,,,,福建,南安,,,
C00413,符愈贵,fu yu gui,1843,1906,,,,海南,,,,
C00414,符致逢,fu zhi feng,? ,1975,,,,广东,文昌,,,
C00415,傅竺贤,fu zhu xian,1853,1947,,,,浙江,宁波,,,
C00416,甘清泗,gan qing si,?,1923,,,,福建,海澄,,,
C00417,甘朝汉,gan zhao han,?,1967,中国,,,福建,海澄,,,
C00418,高大方,gao da fang,1877,1957,,,,福建,海澄,,,
C00419,高德根,gao de gen,1911,1966,,,,福建,龙溪,,,
C00420,高定簿,gao ding bu,? ,1972,,,,广东,琼山,,,
C00421,高湖,gao hu,? ,1974,马来亚 ,,,广东,惠州,,,
C00422,高维廉,gao wei lian,1902,1956,,,,福建,龙溪,,,
C00423,高云览,gao yun lan,1910,1956,中国,厦门,,福建,厦门,,,
C00424,龚光传,gong guang chuan,1790,1854,,,,福建,漳州,,,
C00425,龚菽惠,gong shu hui,1839,1888,,,,福建,漳州,,,
C00426,龚振荣,gong zhen rong,,,,,,福建,漳州,,,
C00427,古奋鹏,gu fen peng,1910,1977,,,,广东,梅县,,,
C00428,关伯谦,guan bo qian,1902,1986,中国,湖北,汉口,广东,番愚,,,
C00429,关楚璞,guan chu pu,? , 约1942,,,,广东,南海,,,
C00430,郭爱文,guo ai wen,? ,1892,,,,,,,,
C00431,郭景云,guo jing yun,1884,1975,,,,广东,揭阳,,,
C00432,郭可培,guo ke pei,1901,1979,,,,福建,福清,,,
C00433,郭枚生,guo mei sheng,,,,,,福建,惠安,,,
C00434,郭头,guo tou,1803,1872,,,,广东,海阳,,,
C00435,韩槐准,han huai zhun,1892,1970,,,,广东,文昌,,,
C00436,韩瑞生,han rui sheng,1916,1983,,,,广东,揭阳,,,
C00437,韩旺彝,han wang yi,1822,1868,,,,海南,琼州,,,
C00438,何阿昌,he a chang,,,,,,,,,,
C00439,何安基,he an ji,? ,1894,,,,广东,大埔,,,
C00440,何畅秀,he chang xiu,1890,1983,,,,广东,开平,,,
C00441,何德如,he de ru,1870,1949,,,,广东,潮阳,,,
C00442,何栋梁,he dong liang,,,,,,福建,,,,
C00443,何君畅,he jun chang,1931,1977,新加坡,,,海南,,,,
C00444,何乐如,he le ru,1866,1947,中国,广州,,广东,潮阳,,,
C00445,何秋谷,he qiu gu,1869,1922,,,,广东,大埔,,,
C00446,何伟贤,he wei xian,1913,1973,新加坡,,,广东,,,,
C00447,何衍炳,he yan bing,1859, ?,新加坡,,,福建,,,,
C00448,何衍茂,he yan mao,,,,,,福建,,,,
C00449,何渔鼓,he yu gu,? ,1914,,,,广东,南海,,,
C00450,何仲英,he zhong ying,? ,1949,,,,广东,大埔,,,
C00451,何宗礼,he zong li,1821,1861,,,,福建,,,,
C00452,宏船,hong chuan,1907,1990,中国,福建,晋江,福建,晋江,,,
C00453,洪捷发,hong jie fa,,,,,,,,,,
C00454,洪锦池,hong jing chi,1838,1901,,,,福建,,,,
C00455,洪锦绰,hong jing chuo,1827,1870,,,,福建,,,,
C00456,洪锦棠,hong jing tang,1906,1983,新加坡,,,福建,南安,,,
C00457,洪俊成,hong jun cheng,1805,1852,马来西亚 ,马六甲,,福建,,,,
C00458,洪林泰,hong lin tai,,,,,,,,,,
C00459,洪灵菲,hong ling fei,1901,1933,,,,广东,潮安,,,
C00460,洪荣发,hong rong fa,,,,,,广东,潮安,,,
C00461,洪丝丝,hong si si,1907,1989,,,,福建,金门,,,
C00462,洪于谅,hong yu liang,1909,1984,,,,福建,晋江,,,
C00463,洪周珍,hong zhou zhen,? ,1950,,,,广东,丰顺,,,
C00464,洪子晖,hong zi hui,1897,1980,中国,,,福建,同安,,,
C00465,侯甘霖,hou gan lin,? ,1990,,,,福建,南安,,,
C00466,侯荣木,hou rong mu,,,,,,,,,,
C00467,侯顺金,hou shun jin,1879,?,暹罗,曼谷,,,,,,
C00468,侯新庆,hou xin qing,1913,1983,中国,,,广东,梅县,,,
C00469,胡炳荣,hu bing rong ,? ,1979,,,,广东,平县,,,
C00470,胡福辉,hu fu hui,1865,1954,,,,广东,饶平,,,
C00471,胡好,hu hao,1919,1951,缅甸,仰光,,福建,永定,,,
C00472,胡嘉烈,hu jia lie,? ,1977,,,,浙江,宁波,,,
C00473,胡蛟,hu jiao,1914,1984,仰光,,,福建,永定,,,
C00474,胡明杰,hu ming jie,1922,1951,马来西亚 ,槟榔屿,,福建,永定,,,
C00475,胡清才,hu qing cai,1924,1972,缅甸,仰光,,福建,永定,,,
C00476,胡守愚,hu shou yu,1904,1950,,,,福建,永定,,,
C00477,胡铁君,hu tie jun,1909,1967,,,,福建,永定,,,
C00478,胡陀,hu tuo,1914,1987,,,,福建,永定,,,
C00479,胡先愿,hu xian yuan,1874,1943,中国,,,福建,同安,,,
C00480,胡绪哇,hu xu wa,1887,1968,,,,福建,安溪,,,
C00481,胡亚基,hu ya ji,1816,1880,,,,广东,广州,,,
C00482,胡亚业,hu ya ye,1838,1887,,,,广东,广州,,,
C00483,胡颖德,hu ying de,1869,1953,,,,广东,广州,,,
C00484,胡愈之,hu yu zhi,1896,1986,,,,浙江,上虞,,,
C00485,胡博渊,hu yuan bo,1888,1975,,,,江苏,武进,,,
C00486,胡月娣,hu yue di,? ,1962,,,,福建,永定,,,
C00487,胡载坤,hu zai kun,1895,1984,新加坡,,,福建,永定,,,
C00488,胡资周,hu zi zhou,1904,1962,,,,福建,永定,,,
C00489,黄阿石,huang a shi,1819,1896,,,,广东,广州,,,
C00490,黄葆芳,huang bao fang,1912,1989,,,,福建,福安,,,
C00491,黄炳诚,huang bing cheng,1889,1960,中国,,,广东,大埔,,,
C00492,黄秉盛,huang bing sheng,1905,1952,,,,广东,台山,,,
C00493,黄才甫,huang cai fu,1890,1974,,,,广东,琼海,,,
C00494,黄沧水,huang chang shui,1919,1976,中国,,,福建,惠安,,,
C00495,黄定标,huang ding biao ,1902,1976,,,,福建,永定,,,
C00496,黄笃修,huang du xiu,1914,1978,,,,福建,厦门,,,
C00497,黄二甲,huang er jia,1903,1989,中国,,,福建,安溪,,,
C00498,黄桂馥,huang gui fu,1927,1975,,,,福建,惠安,,,
C00499,黄汉光,huang han guang,1918,1984,泰国,,,广东,大埔,,,
C00500,黄汉种,huang han zhong,? ,1942,,,,福建,安溪,,,
C00501,黄金泉,huang jin quan,1885,1958,新加坡,,,福建,同安,,,
C00502,黄金炎,huang jin yan,1855,1914,新加坡,,,广东,潮安,,,
C00503,黄敬森,huang jing sen ,? ,1981,,,,广西,容县,,,
C00504,黄科梅,huang ke mei,1915,1961,,,,广东,揭阳,,,
C00505,黄麟根,huang lin gen,1931,1983,马来亚,槟榔屿,,广东,,,,
C00506,黄隆丹,huang long dan,1835,1913,,,,福建,厦门,,,
C00507,黄曼士,huang man shi,1890,1963,福州,,,福建,福州,,,
C00508,黄懋庭,huang mao ting,1901,1955,,,,福建,同安,,,
C00509,黄木生,huang mu sheng,,,,,,,,,,
C00510,黄乃裳,huang nai shang,1849,1924,,,,福建,闽清,,,
C00511,黄南寿,huang nan shou,1896,1962,中国,,,福建,,,,
C00512,黄芹生,huang qin sheng,1881,1957,,,,广东,澄海,,,
C00513,黄瑞朝,huang rui chao,1880,1954,新加坡,,,新加,坡出生,,,
C00514,黄少怀,huang shao huai,1884,1973,,,,广东,文昌,,,
C00515,黄绍文,huang shao wen,1900,1982,中国,,,广东,大埔,,,
C00516,黄实甫,huang shi fu,?,约1960年代初,,,,广东,乐会,,,
C00517,黄世尚,huang shi shang,,,新加坡,,,广东,大埔,,,
C00518,黄诗通,huang shi tong,1906,1972,,,,广东,潮安,,,
C00519,黄守萱,huang shou xuan,? ,1966,,,,广东,文昌,,,
C00520,黄双林,huang shuang lin,? ,1970,,,,福建,安溪,,,
C00521,黄思,huang si,1911,1982,,,,广东,大埔,,,
C00522,黄松亭,huang song ting,,,,,,广东,澄海,,,
C00523,黄添寿,huang tian shou,1894,1972,新加坡,,,福建,同安,,,
C00524,黄廷霖,huang ting lin,1906,1974,,,,福建,晋江,,,
C00525,黄文炳,huang wen bing,? ,1973,中国,,,福建,安溪,,,
C00526,黄文德,huang wen de,1850,1888,,,,,,,,
C00527,黄文斗,huang wen dou,1929,1989,,,,福建,南安,,,
C00528,黄文汤,huang wen tang,? ,1981,,,,广东,琼海,,,
C00529,黄武狮,huang wu shi,1903,1976,,,,广东,潮阳,,,
C00530,黄西京,huang xi jing,1903,1984,,,,福建,南安,,,
C00531,黄锡权,huang xi quan,1881,1955,,,,广东,潮安,,,
C00532,黄仙舟,huang xian zhou ,1872,1920,,,,广东,澄海,,,
C00533,黄祥达,huang xiang da,1875,1901,,,,,,,,
C00534,黄小品,huang xiao pin,1902,1965,,,,广东,大埔,,,
C00535,黄肖岩,huang xiao yan,1893,1946,,,,福建,金门,,,
C00536,黄勖吾,huang xu wu,1906,1980,,,,广东,澄海,,,
C00537,黄循蛟,huang xun jiao,1902,1970,中国,,,广东,文昌,,,
C00538,黄亚佛,huang ya fo ,,,,,,广东,潮安,,,
C00539,黄亚福,huang ya fu,1837,1918,中国,,,广东,台山,,,
C00540,黄奕欢,huang yi huan,1908,1985,中国,,,福建,南安,,,
C00541,黄英杰,huang ying jie,1904,1987,中国,,,福建,龙岩,,,
C00542,黄应荣,huang ying rong,1905,1978,新加坡,,,广东,梅县,,,
C00543,黄英伟,huang ying wei,? ,1886,,,,福建,金门,,,
C00544,黄英煊,huang ying xuan,约1903,1957,,,,广东,大埔,,,
C00545,黄永祺,huang yong qi,1880,1960,中国,,,福建,惠安,,,
C00546,黄源和,huang yuan he ,? ,1884,,,,,,,,
C00547,黄沄辉,huang yun hui,1865,1926,,,,广东,梅县,,,
C00548,黄载灵,huang zai ling,? ,1973,,,,广东,台山,,,
C00549,黄兆珪,huang zhao gui,1888,1980,新加坡,,,广东,台山,,,
C00550,黄兆琨,huang zhao kun,1883,1946,,,,广东,台山,,,
C00551,黄兆贤,huang zhao xian,? ,1973,,,,广东,台山,,,
C00552,黄兆镇,huang zhao zhen,1887, ?,,,,广东,台山,,,
C00553,黄正本,huang zheng ben,? ,1977,,,,广东,文昌,,,
C00554,黄祝秋,huang zhu qiu,1915,1990,,,,广东,大埔,,,
C00555,黄自强,huang zi qiang,1914,1987,上海,,,广东,大埔,,,
C00556,黄宗泉,huang zong quan,? ,1972,,,,广东,大埔,,,
C00557,纪友德,ji you de,?,1942,,,,广东,潮阳,,,
C00558,姜凌,jiang ling,1913,1977,,,,福建,诏安,,,
C00559,金礼生,jin li sheng,1917,1988,,,,湖北,咸宁,,,
C00560,金天放,jin tian fang,? , 1960年代,中国,,,浙江,温州,,,
C00561,金雄臣,jin xiong chen,1916,1988,中国,,,浙江,温州,,,
C00562,金学松,jin xue song,? ,1989,,,,浙江,温州,,,
C00563,靳宗岳,jin zong yue,1900,1971,,,,贵州,,,,
C00564,柯宝树,ke bao shu,1893,1980,,,,福建,安溪,,,
C00565,柯朝阳,ke chao yang,1894,1984,福建,同安,,福建,同安,,,
C00566,柯进来,ke jin lai,1893,1990,中国,,,福建,安溪,,,
C00567,柯鸣鸿,ke ming hong,? ,1885,,,,,,,,
C00568,柯秋水,ke qiu shui,1907,1977,,,,福建,安溪,,,
C00569,柯震东,ke zhen dong,1915,1984,中国,,,福建,龙岩,,,
C00570,孔天增,kong tian zeng,1879,1915,马来西亚 ,马六甲 ,,——,,,,
C00571,邝达,kuang da,——,,中国,上海 ,,广东,中山,,,
C00572,赖馥先,lai fu xian,1903,1965,,,,广东,大埔,,,
C00573,赖钧界,lai jun jie,1935,1976,新加坡,,,广东,大埔,,,
C00574,赖琼瑶,lai qiong yao,? ,1976,中国 ,,,福建,安海,,,
C00575,赖始抹,lai shi mo,1912,1965,,,,广东,大埔,,,
C00576,赖仕滔,lai shi tao,1916,1961,中国,,,广东,大埔,,,
C00577,赖新珍,lai xin zhen,1913,1978,,,,福建,上杭,,,
C00578,赖仲民,lai zhong min,,,中国 ,,,广东,大埔,,,
C00579,梁敏修,laing min xiu,? ,1916,,,,广东,广州,,,
C00580,蓝建海,lan jian hai,1898,1970,中国,,,广东,大埔,,,
C00581,蓝晋臣,lan jin chen,1822,1941,,,,广东,大埔,,,
C00582,蓝金升,lan jin sheng,,,,,,广东,澄海,,,
C00583,蓝焌滋,lan jun zi,1917,1990,中国,,,广东,大埔,,,
C00584,蓝梦全,lan meng quan,,,,,,广东,大埔,,,
C00585,蓝森堂,lan sen tang,1872,1950,,,,广东,大埔,,,
C00586,蓝天,lan tian,1926,1982,,,,广东,大埔,,,
C00587,蓝伟烈,lan wei lie,? ,1968,,,,广东,澄海,,,
C00588,蓝禹甸,lan yu dian,1872,1931,,,,广东,大埔,,,
C00589,蓝允福,lan yun fu,1896,1938,新加坡,,,广东,大埔,,,
C00590,李弼廷,li bi yan,?,1942,,,,广东,大埔,,,
C00591,李碧云,li bi yun,,,,,,,,,,
C00592,黎伯概,li bo gai,1871,1943,,,,广东,梅县,,,
C00593,李春亭,li chun ting,1894,1973,,,,海南,,,,
C00594,李大傻,li da sha,1913,1989,新加坡 ,,,广东,东莞,,,
C00595,李德初,li de cu,1887,1942,,,,广东,大埔,,,
C00596,李德欣,li de xin,? ,1978,,,,福建,龙溪,,,
C00597,李凤岩,li feng yan,1874,?,,,,广东,澄海,,,
C00598,李冠五,li guan wu,1864,1940,,,,广东,潮阳,,,
C00599,李合平,li he ping,1888,1963,,,,广东,澄海,,,
C00600,李建安,li jian an,,,,,,,,,,
C00601,李亮祺,li liang qi,1890,1958,,,,广东,台山,,,
C00602,李林,li lin,1931,1989,中国,,,海南,,,,
C00603,李明初,li ming cu,1890,1950,,,,广东,潮阳,,,
C00604,李攀福,li pan fu,,,,,,,,,,
C00605,李强,li qiang,?,1985,中国 ,,,广东,大埔,,,
C00606,李钦俊,li qin jun,1874,1950,中国,,,广东,大埔,,,
C00607,李清池,li qing chi,1833,1901,马来西亚 ,马六甲 ,,福建,永春,,,
C00608,李清辉,li qing hui,?,1896,马来西亚 ,马六甲 ,,福建,永春,,,
C00609,李庆杰,li qing jie,1851,1917,马来西亚 ,马六甲 ,,,,,,
C00610,李庆禧,li qing xi,1870,?,,,,,,,,
C00611,李庆炎,li qing yan,1842,1888,,,,福建,南安,,,
C00612,李庆庸,li qing yong,,,,,,,,,,
C00613,李庆元,li qing yuan,1886,?,,,,广东,潮阳,,,
C00614,李庆缘,li qing yuan,,,,,,,,,,
C00615,李仁生,li ren sheng,1907,1964,,,,上海,,,,
C00616,李荣元,li rong yuan ,,,,,,,,,,
C00617,李润湖,li run hu,1913,1947,,,,广东,广州,,,
C00618,李尚维,li shang wei,?,1983,,,,福建,永春,,,
C00619,李绍茂,li shao mao,1915,1989,,,,广东,潮安,,,
C00620,李声余,li sheng yu,,,,,,广东,番愚,,,
C00621,李思辕,li si yuan,1890,1968,,,,广东,五华,,,
C00622,李铁民,li tie min,?,1956,,,,福建,永春,,,
C00623,李团济,li tuan ji,?,1990,,,,福建,安溪,,,
C00624,李伟南,li wei nan,1880,1964,,,,广东,澄海,,,
C00625,李西浪,li xi lang,?,1972,,,,,,,,
C00626,李祥,li xiang,,,新加坡 ,,,,,,,
C00627,李祥阶,li xiang jie,1874,1939,中国,,,广东,大埔,,,
C00628,李星岩,li xing yan,1878,?,,,,广东,澄海,,,
C00629,李仰光,li yang guang,1901,1986,,,,广东,澄海,,,
C00630,李蕴朗,li yin lang,? ,1969,马来西亚 ,柔佛 ,,海南,琼州,,,
C00631,李玉波,li yu bo,1886,1958,,,,,,,,
C00632,李玉荣,li yu rong,1897,1965,,,,福建,福安,,,
C00633,李岳利,li yue li,? ,1885,,,,,,,,
C00634,李云龙,li yun long,1879,1942,新加坡 ,,,广东,大埔,,,
C00635,李珍元,li zhen yuan ,,,,,,,,,,
C00636,李钟珏,li zhong jue,1854,1927,中国,上海,宝山县高桥镇,江苏,昆山,,,
C00637,连士升,lian shi sheng,1907,1973,,,,福建,福安,,,
C00638,梁定仁,liang ding ren,1896,1990,,,,广东,琼州,,,
C00639,梁福来,liang fu lai,,,,,,广东,客家地区,,,
C00640,梁谷勋,liang gu xun,,,,,,广东,梅县,,,
C00641,梁润之,liang run zhi,1895,1970,,,,广东,顺德,,,
C00642,梁山,liang shan,1912,1986,新加坡 ,,,,,,,
C00643,梁添益,liang tian yi,? , 约1853,,,,福建,南安,,,
C00644,梁亚胜,liang ya sheng,,,,,,广东,中山,,,
C00645,梁赞元,liang zan yuan ,,,,,,福建,,,,
C00646,梁宙,liang zhou,1884,1975,,,,福建,南安,,,
C00647,廖秉权,liao bing quan,? ,1958,中国 ,,,广东,大埔,,,
C00648,廖隆安,liao long an,,,,,,,,,,
C00649,廖颂扬,liao song yang,1902,1973,,,,广东,梅县,,,
C00650,廖天益,liao tian yi,,,,,,,,,,
C00651,廖仰成,liao yang cheng,1915,1974,,,,广东,大埔,,,
C00652,廖正兴,liao zheng xing,1874,1934,,,,广东,潮安,,,
C00653,林本种,lin ben zhong,1909,1976,中国,,,福建,安溪,,,
C00654,林秉懋,lin bing mao,1884,1960,,,,福建,龙溪,,,
C00655,林炳源,lin bing yuan,? ,1887,,,,广东,澄海,,,
C00656,林伯炎,lin bo yan,1903,1990,中国,福建,龙岩,福建,龙岩,,,
C00657,林采达,lin cai da,,,,,,福建,永春,,,
C00658,林长华,lin chang hua,,,,,,,,,,
C00659,林长水,lin chang shui,? ,1881,,,,,,,,
C00660,林长喜,lin chang xi,? ,1893,,,,,,,,
C00661,林成乾,lin cheng qian,,,,,,,,,,
C00662,林萃龙,lin cui long,,,,,,,,,,
C00663,林德金,lin de jin,? ,1938,,,,,,,,
C00664,林德京,lin de jing,1903,1988,中国,,,福建,龙岩,,,
C00665,林德祥,lin de xiang,,,,,,,,,,
C00666,林拱和,lin gong he,1888,1973,中国,,,福建,安溪,,,
C00667,林光瑗,lin guang yuan,? ,1869,马来西亚 ,马六甲,,,,,,
C00668,林汉,lin han,1929,1988,,,,福建,厦门,,,
C00669,林汉河,lin han he,1894, ?,,,,,,,,
C00670,林何庸,lin he yong,1903,1967,,,,福建,龙岩,,,
C00671,林衡南 ,lin heng nan,,,,,,福建,金门,,,
C00672,林宏昌,lin hong chang,1922,1969,新加坡 ,,,福建,诏安,,,
C00673,林鸿伟,lin hong wei,,,,,,,,,,
C00674,林惠祥,lin hui xiang,1901,1958,,,,福建,晋江,,,
C00675,林惠瀛,lin hui ying,1921,1984,,,,福建,龙溪,,,
C00676,林志义,lin hzi yi,? ,1929,,,,,,,,
C00677,林健安,lin jian an,1907,1971,,,,福建,永定,,,
C00678,林建达,lin jian da,1901,1981,,,,福建,南安,,,
C00679,林锦成,lin jing cheng,1886,1967,新加坡 ,,,广东,潮安,,,
C00680,林可能,lin ke neng,1901,1942,新加坡 ,,,福建,海澄,,,
C00681,林癸荣,lin kui rong ,1858,?,,,,福建,厦门,,,
C00682,林坤泰,lin kun tai,1866,1921,新加坡 ,,,,,,,
C00683,林坤扬,lin kun yang,1860,1933,,,,,,,,
C00684,林兰,lin lan,? ,1875,,,,福建,,,,
C00685,林浪新,lin lang xin,1916,1987,马来西亚 ,砂拉越,古晋,福建,,,,
C00686,林烈,lin lie,1804,1875,,,,,,,,
C00687,林明伦,lin ming lun,1915,1977,中国,,,广东,文昌,,,
C00688,林谋盛,lin mou sheng,1909,1944,中国,,,福建,南安,,,
C00689,林穆群,lin mu qun,? ,1930,,,,,,,,
C00690,林祈祝 ,lin qi zhu,1881,1942,新加坡 ,,,福建,,,,
C00691,林泉和,lin quan he ,1904,1968,新加坡 ,,,福建,厦门,,,
C00692,林日顺,lin ri shun,1925,1987,中国,,,福建,福清,,,
C00693,林汝炎,lin ru yan,1888, ?,,,,福建,海澄,,,
C00694,林三古,lin san gu,,,,,,,,,,
C00695,林绍裘,lin shao qiu,1894, ?,新加坡,,,福建,龙溪,,,
C00696,林诗国,lin shi guo,? ,1936,,,,福建,安溪,,,
C00697,林师万,lin shi wan,1886,1953,,,,广东,大埔,,,
C00698,林守明,lin shou ming,1896,1976,,,,广东,潮安,,,
C00699,林受之,lin shou zhi,? ,1924,,,,广东,潮安,,,
C00700,林顺池,lin shun chi,,,,,,福建,,,,
C00701,林添水,lin tian shui,? ,1988,,,,福建,安溪,,,
C00702,林为邻,lin wei ling,1862,1936,,,,广东,澄海,,,
C00703,林溪茂,lin xi mao,1912,1967,,,,,,,,
C00704,林仙峤,lin xian qiao,1899,1937,,,,福建,永定,,,
C00705,林新生,lin xin sheng,1911,1971,新加坡,,,福建,海澄,,,
C00706,林绣堂,lin xiu tang,1888,?,,,,广东,潮安,,,
C00707,林学大,lin xue da,1893,1963,,,,福建,厦门,,,
C00708,林亚泰,lin ya tai,1823,1881,,,,广东,澄海,,,
C00709,林应标,lin ying biao,1898,1966,,,,广东,潮安,,,
C00710,林英德,lin ying de ,1888,1990,,,,,,,,
C00711,林永庆,lin yong qing,1837,1892,,,,福建,,,,
C00712,林雨岩,lin yu yan,1880,1972,,,,广东,潮阳,,,
C00713,林源河,lin yuan he,1940,1977,,,,福建,东山,,,
C00714,林则杨,lin ze yang,1888,1948,,,,福建,金门,,,
C00715,林振昌,lin zhen chang,,,中国,,,广东,蕉岭,,,
C00716,林振瑞,lin zhen rui,,,,,,,,,,
C00717,林振兴,lin zhen xing,,,,,,,,,,
C00718,林稚生,lin zhi sheng,1892,1954,,,,广东,琼山,,,
C00719,林忠国,lin zhong guo,1902,1938,,,,广东,澄海,,,
C00720,林竹轩,lin zhu xuan,1901,1954,,,,福建,南安,,,
C00721,林卓之,lin zhuo zhi,1891, ?,,,,广东,潮安,,,
C00722,林子明,lin zi ming,1888,1987,,,,广东,潮安,,,
C00723,刘阿日,liu a ri,,,,,,广东,潮安,,,
C00724,刘保壬,liu bao ren,,,,,,,,,,
C00725,刘炳先,liu bing xian ,?,1938,,,,广东,潮安,,,
C00726,刘炳炎,liu bing yan,1876, ?,,,,广东,潮安,,,
C00727,刘伯和,liu bo he,1908,1972,,,,福建,福州,,,
C00728,刘长意,liu chang yi,1848,1915,新加坡,,,广东,潮安,,,
C00729,刘传乐,liu chuan yue,? , 约1893,,,,,,,,
C00730,刘春荣,liu chun rong,,,,,,广东,大埔,,,
C00731,刘笃能,liu du neng,1869,1941,,,,广东,大埔,,,
C00732,刘侯武,liu hou wu,1893,1975,,,,广东,朝阳,,,
C00733,刘焕光,liu huan guang ,,,,,,广东,大埔,,,
C00734,刘金榜,liu jin bang,1838,1909,中国,福建,南靖,福建,南靖,,,
C00735,刘坤意,liu kun yi,1862,1926,,,,广东,潮安,,,
C00736,流浪,liu lang ,,,,,,湖南,,,,
C00737,刘隆镇,liu long zhen,,,,,,广东,潮安,,,
C00738,刘洛三,liu luo san,1889,1968,中国,,,福建,龙岩,,,
C00739,刘牡丹,liu mu dan,1902,1983,,,,福建,南安,,,
C00740,刘强,liu qiang,1892,1962,,,,福建,闽清,,,
C00741,刘清坤,liu qing kun,,,,,,,,,,
C00742,刘清泉,liu qing quan,,,,,,,,,,
C00743,刘清玉,liu qing yu,,,,,,,,,,
