person ID,chinese name,hanyupinyin_ corrected,year of birth,year of death,出生地 (1st column is self-designated without referencing sources),,,birth - province,birth - level2,birth - level 3,birth - level 4,birth - level 5
C03452,符积开,fu ji kai ,,,,,,广东,琼山,,,
C03453,黄海源,huang hai yuan ,,,,,,广东,梅县,,,
C03454,伍兴记,wu xing ji ,,,,,,广东,台山,,,
C03455,薛兆金,xue zhao jin ,,,,,,福建,永春,,,
C03456,杨汉泉,yang han quan ,,,,,,广东,湖安,,,
C03457,谢潮兴,xie chao xing ,,,,,,广东,潮安,,,
C03458,常允惠,chang yun hui ,,,,,,福建,龙溪,,,
C03459,黄守仁,huang shou ren ,,,,,,琼州,文昌,,,
C03460,欧振隆,ou zhen long ,,,新加坡,,,福建,金门,,,
C03461,谢兆棠,xie zhao tang ,,,,,,广东,台山,,,
C03462,吴清和,wu qing he ,,,,,,广东,琼山,,,
C03463,陈缨粱,chen ying liang ,,,,,,福建,永春,,,
C03464,叶明德,ye ming de ,,,马来西亚,柔佛,昔加么,福建,同安,,,
C03465,李引眉,li yin mei ,,,,,,福建,南安,,,
C03466,郑美撕,zheng mei si ,,,,,,福建,永春,,,
C03467,冯辉銮,feng hui luan ,,,,,,广东,乐会,,,
C03468,李振云,li zhen yun ,,,,,,福建,永春,,,
C03469,许杰诗,xu jie shi ,,,吉里文,傅厝港,,广东,潮安,,,
C03470,许裕典,xu yu dian ,,,荷属吉里文,峇来埠,,广东,湖安,,,
C03471,洪睦邻,hong mu lin ,,,荷属吉里文,峇来埠,,福建,金门,,,
C03472,谢来仪,xie lai yi ,,,,,,广东,澄海,,,
C03473,林为和,lin wei he ,,,,,,广东,潮安,,,
C03474,常嘉精,chang jia jing ,,,荷属吉里文,峇来埠,,福建,龙溪,,,
C03475,曾俞全,ceng yu quan ,,,新加坡,,,广东,汕头,,,
C03476,陈礽安,chen reng an ,,,,,,福建,永春,,,
C03477,陈家於,chen jia yu ,,,,,,福建,永春,,,
C03478,林耀光,lin yao guang ,,,,,,广东,湖安,,,
C03479,侯西雪,hou xi xue ,,,,,,福建,南安,,,
C03480,谢昆辉,xie kun hui ,,,,,,福建,长泰,,,
C03481,张心坚,zhang xin jian ,,,,,,福建,南安,,,
C03482,陈英朝,chen ying chao ,,,,,,,,,,
C03483,蓝建贤,lan jian xian ,,,,,,福建,海澄,,,
C03484,许亚杰,xu ya jie ,,,,,,福建,东山,,,
C03485,吴万志,wu wan zhi ,,,,,,广东,琼东,,,
C03486,黄济洪,huang ji hong ,,,,,,福建,东山,,,
C03487,陈子和,chen zi he ,,,,,,广东,大埔,,,
C03488,魏有记,wei you ji ,,,,,,福建,同安,,,
C03489,郭巨川,guo ju chuan ,,,,,,广东,文昌,,,
C03490,郑成快别传,zheng cheng kuai bie chuan ,,,,,,福建,永春,,,
C03491,孙炳炎,sun bing yan ,,,,,,,,,,
C03492,陈国庆,chen guo qing ,,,,,,侨生,,,,
C03493,胡杼庆,hu zhu qing ,,,,,,广东,台山,,,
C03494,叶德金,ye de jin ,,,,,,福建,思明,,,
C03495,许泉水,xu quan shui ,,,,,,福建,惠安,,,
C03496,郑泰裕,zheng tai yu ,,,,,,福建,永春,,,
C03497,刘华敲,liu hua qiao ,,,,,,福建,惠安,,,
C03498,林名秀,lin ming xiu ,,,,,,广东,潮州,揭阳,,
C03499,郑庆裕,zheng qing yu ,,,,,,福建,永春,,,
C03500,王振山,wang zhen shan ,,,,,,福建,福清,,,
C03501,张棋楠,zhang qi nan ,,,,,,福建,,,,
C03502,李景湖,li jing hu ,,,,,,福建,思明,,,
C03503,洪礼义,hong li yi ,,,,,,福建,安溪,,,
C03504,李金塔,li jin ta ,,,,,,福建,南安,,,
C03505,林川蚶,lin chuan han ,,,,,,福建,龙溪,,,
C03506,林树彦,lin shu yan ,,,,,,福建,安溪,,,
C03507,李三妹,li san mei ,,,,,,广东,三水,,,
C03508,陈后渵,chen hou mao ,,,,,,福建,永春,,,
C03509,赖丹九,lai dan jiu ,,,,,,广东,大埔,,,
C03510,区泽南,qu ze nan ,,,,,,广东,新会,,,
C03511,冯振佑,feng zhen you ,,,,,,广东,恩平,,,
C03512,李芝顺,li zhi shun ,,,马来西亚,柔佛,居銮,广东,大埔,,,
C03513,黄光炳,huang guang bing ,,,,,,福建,永春,,,
C03514,陈利那,chen li na ,,,,,,福建,永春,,,
C03515,符育东,fu yu dong ,,,,,,广东,文昌,,,
C03516,叶祖深,ye zu shen ,,,,,,福建,永春,,,
C03517,林敬初,lin jing chu ,,,,,,广东,文昌,,,
C03518,颜文接,yan wen jie ,,,,,,福建,永春,,,
C03519,孙中来,sun zhong lai ,,,,,,福建,诏安,,,
C03520,吴松安,wu song an ,,,,,,广东,澄海,,,
C03521,陈伯露,chen bo lu ,,,,,,福建,德化,,,
C03522,方富炽,fang fu chi ,,,,,,广东,开平,,,
C03523,陈荣华,chen rong hua ,,,星洲,,,福建,禾山,,,
C03524,罗奎辉,luo kui hui ,,,,,,福建,永春,,,
C03525,孙齐智,sun qi zhi ,,,,,,福建,同安,,,
C03526,许岳东,xu yue dong ,,,,,,福建,东山,,,
C03527,林明德,lin ming de ,,,,,,福建,同安,,,
C03528,陈明启,chen ming qi ,,,,,,福建,安溪,,,
C03529,林中虎,lin zhong hu ,,,,,,广东,乐会,,,
C03530,陈闻贵,chen wen gui ,,,,,,福建,永春,,,
C03531,王梓荣,wang zi rong ,,,,,,广东,花县,,,
C03532,纪寿山,ji shou shan ,,,南洋,,,福建,同安,,,
C03533,杨文骂,yang wen ma ,,,,,,福建,晋江,,,
C03534,李俊万,li jun4 wan ,,,,,,福建,永春,,,
C03535,洪诗达,hong shi da ,,,,,,福建,晋江,,,
C03536,符继周,fu ji zhou ,,,,,,广东,文昌,,,
C03537,陈时试,chen shi shi ,,,,,,广东,文昌,,,
C03538,赖竞生,lai jing sheng ,,,,,,广东,大埔,,,
C03539,莫照南,mo zhao nan ,,,,,,广东,乐会,,,
C03540,黄成佐,huang cheng zuo ,,,,,,广东,新会,,,
C03541,谭文瞟,tan wen piao ,,,,,,广东,文昌,,,
C03542,张开瑞,zhang kai rui ,,,马来西亚,柔佛,麻坡,福建,思明,,,
C03543,符振第,fu zhen di ,,,,,,广东,文昌,,,
C03544,罗少聪,luo shao cong ,,,,,,广东,合浦,,,
C03545,郑友专,zheng you zhuan ,,,,,,福建,永春,,,
C03546,王业珍,wang ye zhen ,,,,,,广东,乐会,,,
C03547,陈宗历,chen zong li ,,,马来西亚,马六甲,,广东,惠州,,,
C03548,魏森泰,wei sen tai ,,,,,,广东,惠州,,,
C03549,叶庆顺,ye qing shun ,,,,,,福建,同安,,,
C03550,吴运科,wu yun ke ,,,,,,广东,文昌,,,
C03551,谢如在,xie ru zai ,,,,,,广东,丰顺,,,
C03552,张文凤,zhang wen feng ,,,,,,福建,南安,,,
C03553,陈奕湘,chen yi xiang ,,,,,,福建,永春,,,
C03554,颜诒丰,yan yi feng ,,,,,,福建,永春,,,
C03555,黄烈,huang lie ,,,,,,广东,潮阳,,,
C03556,曾文道,ceng wen dao ,,,,,,福建,南安,,,
C03557,林金水,lin jin shui ,,,,,,福建,安溪,,,
C03558,林春水,lin chun shui ,,,,,,福建,金门,,,
C03559,林耀金,lin yao jin ,,,,,,福建,龙溪,,,
C03560,蔡财发,cai cai fa ,,,新加坡,,,广东,嘉应,,,
C03561,王文贵,wang wen gui ,,,,,,福建,南安,,,
C03562,林坤生,lin kun sheng ,,,马来西亚,柔佛,高搭丁宜,,,,,
C03563,王金枝,wang jin zhi ,,,,,,,,,,
C03564,陈永敦,chen yong dun ,,,,,,福建,同安,,,
C03565,蒋任江,jiang ren jiang ,,,,,,福建,同安,,,
C03566,刘树勋,liu shu xun ,,,,,,广东,南海,,,
C03567,许文额,xu wen e ,,,,,,福建,金门,,,
C03568,李镜泉,li jing quan ,,,,,,广东,清远,,,
C03569,周诒廷,zhou yi ting ,,,,,,福建,永春,,,
C03570,方是进,fang shi jin ,,,,,,广东,文昌,,,
C03571,陈金龙,chen jin long ,,,,,,福建,龙溪,,,
C03572,林明在,lin ming zai ,,,,,,,,,,
C03573,苏庆林,su qing lin ,,,,,,广东,琼山,,,
C03574,黄世帕,huang shi pa ,,,,,,福建,安溪,,,
C03575,刑榖宾,xing gu bin ,,,,,,广东,文昌,,,
C03576,许桂荣,xu gui rong ,,,,,,广东,顺德,,,
C03577,谢颂彭,xie song peng ,,,,,,广东,高要,,,
C03578,蔡渭鍊,cai wei lian ,,,,,,漳州,海澄,,,
C03579,王建清,wang jian qing ,,,,,,福建,福宁,,,
C03580,张顺庆,zhang shun qing ,,,马来西亚,柔佛,小笨珍,福建,诏安,,,
C03581,蒙朝美,meng chao mei ,,,,,,广东,琼州,,,
C03582,关钊记,guan zhao ji ,,,,,,广东,顺德,,,
C03583,柯大初,ke da chu ,,,,,,福建,安溪,,,
C03584,李克佳,li ke jia ,,,,,,福建,永春,,,
C03585,陈高山,chen gao shan ,,,,,,广东,琼山,,,
C03586,郑毓金,zheng yu jin ,,,,,,福建,惠安,,,
C03587,张贵传,zhang gui chuan ,,,,,,福建,永春,,,
C03588,林传章,lin chuan zhang ,,,,,,广东,湖安,,,
C03589,吴开文,wu kai wen ,,,,,,广东,琼东,,,
C03590,张江河,zhang jiang he ,,,,,,福建,永春,,,
C03591,曾昭焕,ceng zhao huan ,,,,,,广东,乐会,,,
C03592,王君普,wang jun1 pu ,,,,,,广东,文昌,,,
C03593,陈已未,chen yi wei ,,,,,,福建,海澄,,,
C03594,钟福财,zhong fu cai ,,,新加坡,,,福建,,,,
C03595,王信,wang xin ,,,,,,广东,琼山,,,
C03596,吕先传,lu xian chuan ,,,,,,广东,文昌,,,
C03597,周泮香,zhou pan xiang ,,,,,,,,,,
C03598,刘应昌,liu ying chang ,,,,,,广东,琼东,,,
C03599,陈兴祥,chen xing xiang ,,,,,,广东,台山,,,
C03600,黄德春,huang de chun ,,,,,,广东,文昌,,,
C03601,张建坛,zhang jian tan ,,,,,,福建,海澄,,,
C03602,陈文池,chen wen chi ,,,,,,广东,文昌,,,
C03603,施国超,shi guo chao ,,,,,,福建,晋江,,,
C03604,洪志成,hong zhi cheng ,,,,,,福建,同安,,,
C03605,王毛礼,wang mao li ,,,,,,福建,福清,,,
C03606,张瑞记,zhang rui ji ,,,,,,广东,开平,,,
C03607,林清连 ,lin qing lian  ,,,新加坡,,,福建,金门,,,
C03608,余泽南,yu ze nan ,,,,,,福建,古田,,,
C03609,赵汉光,zhao han guang ,,,,,,广东,台山,,,
C03610,翁吉龙 ,weng ji long  ,,,新加坡,,,福建,安溪,,,
C03611,史永森,shi yong sen ,,,,,,江苏,镇江,,,
C03612,陈玉山,chen yu shan ,,,,,,福建,龙岩,,,
C03613,陈家生,chen jia sheng ,,,新加坡,,,福建,漳州,,,
C03614,林水镇,lin shui zhen ,,,,,,福建,同安,,,
C03615,方秀和,fang xiu he ,,,,,,福建,诏安,,,
C03616,杨昭标,yang zhao biao ,,,,,,福建,海澄,,,
C03617,周开丰,zhou kai feng ,,,,,,福州,闽侯,,,
C03618,汤宝国,tang bao guo ,,,,,,福建,云霄,,,
C03619,林熙轩,lin xi xuan ,,,,,,广东,文昌,,,
C03620,颜经祜,yan jing hu ,,,,,,福建,永春,,,
C03621,刑渊平,xing yuan ping ,,,,,,广东,文昌,,,
C03622,林正坤,lin zheng kun ,,,,,,广东,澄海,,,
C03623,林绮轩,lin qi xuan ,,,,,,广东,文昌,,,
C03624,张燕,zhang yan ,,,,,,福建,永春,,,
C03625,李金粥,li jin zhou ,,,,,,福建,晋江,,,
C03626,黄典礼,huang dian li ,,,,,,福建,永春,,,
C03627,陈永春,chen yong chun ,,,,,,福建,思明,,,
C03628,林猷瑞,lin you rui ,,,,,,广东,文昌,,,
C03629,刘惟吾,liu wei wu ,,,,,,福建,龙溪,,,
C03630,许炳炎,xu bing yan ,,,,,,福建,诏安,,,
C03631,林邦华,lin bang hua ,,,,,,,,,,
C03632,林章玉,lin zhang yu ,,,,,,福建,金门,,,
C03633,蒙登校,meng deng xiao ,,,,,,广东,定安,,,
C03634,李开河,li kai he ,,,,,,福建,金门,,,
C03635,陈金培,chen jin pei ,,,新加坡,,,福建,同安,,,
C03636,吕满昌,lu man chang ,,,,,,广东,南海,,,
C03637,卓本宗,zhuo ben zong ,,,,,,福建,南安,,,
C03638,黄和谋,huang he mou ,,,,,,福建,南安,,,
C03639,郑礼章,zheng li zhang ,,,,,,广东,揭阳,,,
C03640,黄循枫,huang xun feng ,,,,,,广东,琼州,,,
C03641,颜金铁,yan jin tie ,,,,,,福建,晋江,,,
C03642,张柿,zhang shi ,,,新加坡,,,福建,,,,
C03643,莫兆存,mo zhao cun ,,,,,,广东,文昌,,,
C03644,黄大树,huang da shu ,,,,,,福建,晋江,,,
C03645,朱金田,zhu jin tian ,,,,,,浙江,南汇,,,
C03646,黄奕养,huang yi yang ,,,,,,福建,同安,,,
C03647,何溪水,he xi shui ,,,,,,福建,惠安,,,
C03648,张顺成,zhang shun cheng ,,,,,,福建,安溪,,,
C03649,陈芳合,chen fang he ,,,,,,广东,普宁,,,
C03650,许天乞,xu tian qi ,,,,,,福建,同安,,,
C03651,吴江树,wu jiang shu ,,,,,,福建,金门,,,
C03652,沈金泉,shen jin quan ,,,,,,广东,潮安,,,
C03653,何名桂,he ming gui ,,,,,,广东,文昌,,,
C03654,陈金牛,chen jin niu ,,,,,,福建,海澄,,,
C03655,黄鸿胜,huang hong sheng ,,,,,,广西,容县,,,
C03656,刑定传,xing ding chuan ,,,,,,广东,文昌,,,
C03657,刑定江,xing ding jiang ,,,,,,广东,文昌,,,
C03658,黄瑞经,huang rui jing ,,,,,,广东,定安,,,
C03659,丘鼻,qiu bi ,,,,,,福建,惠安,,,
C03660,张恩典,zhang en dian ,,,,,,福建,金门,,,
C03661,鲍祖淼,bao zu miao ,,,马来西亚,柔佛,,福建,永春,,,
C03662,王作潘,wang zuo pan ,,,,,,福建,闽侯,,,
C03663,陈顺印,chen shun yin ,,,,,,福建,诏安,,,
C03664,黄福腾,huang fu teng ,,,,,,福建,晋江,,,
C03665,谢金生,xie jin sheng ,,,,,,福建,惠安,,,
C03666,刑诒鸾,xing yi luan ,,,,,,广东,文昌,,,
C03667,林朝南,lin chao nan ,,,,,,福建,海澄,,,
C03668,林镇论,lin zhen lun ,,,,,,福建,安溪,,,
C03669,林乃远,lin nai yuan ,,,,,,生于,星洲,,,
C03670,郑孝仁,zheng xiao ren ,,,,,,福建,福清,,,
C03671,胡训谟,hu xun mo ,,,,,,福建,同安,,,
C03672,谢春复,xie chun fu ,,,,,,福建,安溪,,,
C03673,刘章僻,liu zhang pi ,,,,,,福建,永春,,,
C03674,高铨朴,gao quan pu ,,,,,,福建,海澄,,,
C03675,戴陈木,dai chen mu ,,,,,,福建,漳浦,,,
C03676,何益谦,he yi qian ,,,,,,福建,惠安,,,
C03677,张逸民,zhang yi min ,,,,,,福建,永春,,,
C03678,林传织,lin chuan zhi ,,,,,,福建,永春,,,
C03679,许瑞甫,xu rui fu ,,,,,,广东,郁南,,,
C03680,李文铭,li wen ming ,,,,,,福建,永春,,,
C03681,黄雪轩,huang xue xuan ,,,,,,广东,湖安,,,
C03682,吴家满,wu jia man ,,,,,,广东,文昌,,,
C03683,姚常庆,yao chang qing ,,,,,,江苏,江都,,,
C03684,梁金发,liang jin fa ,,,马来西亚,槟城,,广东,佛山,,,
C03685,李春喜,li chun xi ,,,,,,广东,潮安,,,
C03686,黄昌菼,huang chang tan ,,,,,,广东,文昌,,,
C03687,林明英,lin ming ying ,,,,,,广东,文昌,,,
C03688,林英秉,lin ying bing ,,,,,,广东,文昌,,,
C03689,罗树记,luo shu ji ,,,,,,广东,中山,,,
C03690,谢木顺,xie mu shun ,,,,,,广东,湖安,,,
C03691,罗喜生,luo xi sheng ,,,,,,广东,顺德,,,
C03692,黄松柏,huang song bai ,,,新加坡,,,福建,金门,,,
C03693,何钟盛,he zhong sheng ,,,,,,广东,开平,,,
C03694,杨麦文,yang mai wen ,,,,,,福建,同安,,,
C03695,陈永清,chen yong qing ,,,,,,广东,潮安,,,
C03696,黄瑞源,huang rui yuan ,,,,,,福建,同安,,,
C03697,刘朝岱,liu chao dai ,,,,,,广东,湖安,,,
C03698,黄有朋,huang you peng ,,,,,,福建,同安,,,
C03699,黄植三,huang zhi san ,,,,,,广东,台山,,,
C03700,王家萃,wang jia cui ,,,,,,广东,文昌,,,
C03701,冯立,feng li ,,,,,,广东,琼山,,,
C03702,陈天泉,chen tian quan ,,,,,,福建,长乐,,,
C03703,黄树芳,huang shu fang ,,,,,,,,,,
C03704,王巨川,wang ju chuan ,,,,,,广东,乐会,,,
C03705,许万松,xu wan song ,,,,,,广东,乐会,,,
C03706,曾芝松,ceng zhi song ,,,新加坡,,,广东,潮安,,,
C03707,许楚卿,xu chu qing ,,,,,,福建,诏安,,,
C03708,周卿福,zhou qing fu ,,,,,,福建,永春,,,
C03709,黄文周,huang wen zhou ,,,,,,福建,三都,,,
C03710,吴振星,wu zhen xing ,,,新加坡,,,广东,湖安,,,
C03711,陈秀宝,chen xiu bao ,,,,,,福建,漳浦,,,
C03712,莫芸亭,mo yun ting ,,,,,,广东,潮安,,,
C03713,颜金年,yan jin nian ,,,,,,福建,永春,,,
C03714,尹卢文,yin lu wen ,,,,,,福建,龙溪,,,
C03715,吴声坦,wu sheng tan ,,,,,,福建,永春,,,
C03716,颜上年,yan shang nian ,,,,,,福建,永春,,,
C03717,丘清挥,qiu qing hui ,,,马来西亚,麻坡,,福建,永春,,,
C03718,张成接,zhang cheng jie ,,,,,,福建,永春,,,
C03719,侯西林,hou xi lin ,,,,,,福建,晋江,,,
C03720,李金听,li jin ting ,,,,,,福建,南安,,,
C03721,李鸿裕,li hong yu ,,,,,,广东,梅县,,,
C03722,彭金牌,peng jin pai ,,,,,,福建,同安,,,
C03723,王振坤,wang zhen kun ,,,,,,广东,湖安,,,
C03724,高挺评,gao ting ping ,,,,,,福建,晋江,,,
C03725,蔡圆团,cai yuan tuan ,,,,,,福建,漳浦,,,
C03726,王长生,wang zhang sheng ,,,,,,福建,同安,,,
C03727,林明清,lin ming qing ,,,,,,广东,潮安,,,
C03728,蔡荣成,cai rong cheng ,,,新加坡,,,福建,海澄,,,
C03729,叶燕拣,ye yan jian ,,,,,,福建,南安,,,
C03730,白文荐,bai wen jian ,,,,,,,,,,
C03731,邬惠堂,wu hui tang ,,,,,,广东,大埔,,,
C03732,黄世积,huang shi ji ,,,,,,福建,永春,,,
C03733,何阿九,he a jiu ,,,新加坡,,,广东,中山,,,
C03734,陈嘉万,chen jia wan ,,,,,,广东,文昌,,,
C03735,干德源,gan de yuan ,,,,,,福建,永春,,,
C03736,张再来,zhang zai lai ,,,,,,福建,思明,,,
C03737,沈伯元,shen bo yuan ,,,,,,广东,大埔,,,
C03738,李清泉,li qing quan ,1939,,,,,广东,琼东,,,
C03739,郑兴荣,zheng xing rong ,,,,,,福建,永春,,,
C03740,洪加泽,hong jia ze ,,,,,,福建,南安,,,
C03741,高青山,gao qing shan ,,,,,,福建,思明,,,
C03742,卓添丁,zhuo tian ding ,,,,,,福建,南安,,,
C03743,王和相,wang he xiang ,,,新加坡,,,福建,南安,,,
C03744,李竹菴,li zhu yan ,,,,,,福建,兴化,,,
C03745,郭壬来,guo ren lai ,,,新加坡,,,福建,龙溪,,,
C03746,孙流水,sun liu shui ,,,,,,福建,同安,,,
C03747,杨长水,yang zhang shui ,,,新加坡,,,福建,金门,,,
C03748,姚九,yao jiu ,,,,,,广东,三水,,,
C03749,柯富,ke fu ,,,,,,福建,南安,,,
C03750,邓颂如,deng song ru ,,,,,,广东,大埔,,,
C03751,余加指,yu jia zhi ,,,,,,福建,东山,,,
C03752,钟兆南,zhong zhao nan ,,,,,,,,,,
C03753,许子勋,xu zi xun ,,,,,,广东,饶平,,,
C03754,林仙境,lin xian jing ,,,,,,福建,南安,,,
C03755,蔡房苔,cai fang tai ,,,,,,福建,漳州,,,
C03756,陈守亮,chen shou liang ,,,,,,,,,,
C03757,陈守锡,chen shou xi ,,,,,,福建,古田,,,
C03758,林勋山,lin xun shan ,,,,,,广东,澄海,,,
C03759,黄步禄,huang bu lu ,,,,,,福建,古田,,,
C03760,李运美,li yun mei ,,,,,,广东,文昌,,,
C03761,林先桐,lin xian tong ,,,,,,福建,安溪,,,
C03762,傅德辉,fu de hui ,,,荷属文岛,,,广东,惠州,,,
C03763,曾镛江,ceng yong jiang ,,,,,,广东,南海,,,
C03764,刘珮真,liu pei zhen ,,,,,,福建,南安,,,
C03765,何建章,he jian zhang ,,,,,,福建,金门,,,
C03766,梁金回,liang jin hui ,,,,,,福建,南安,,,
C03767,梁金盾,liang jin dun ,,,新加坡,,,福建,南安,,,
C03768,白平,bai ping ,,,,,,福建,安溪,,,
C03769,许文光,xu wen guang ,,,,,,生于,新加坡,,,
C03770,吴质彬,wu zhi bin ,,,,,,福建,龙溪,,,
C03771,林戆,lin gang ,,,,,,福建,东山,,,
C03772,王布南,wang bu nan ,,,,,,广东,乐会,,,
C03773,叶耀彬,ye yao bin ,,,,,,福建,金门,,,
C03774,李作楫,li zuo ji ,,,,,,福建,南安,,,
C03775,倪亚交,ni ya jiao ,,,,,,福建,福清,,,
C03776,张水目,zhang shui mu ,,,,,,福建,惠安,,,
C03777,傅维彩,fu wei cai ,,,,,,福建,南安,,,
C03778,蓝炽芳,lan chi fang ,,,,,,广东,大埔,,,
C03779,蔡万山,cai wan shan ,,,新加坡,,,,,,,
C03780,刘晋明,liu jin ming ,,,,,,福建,南晋,,,
C03781,汤国祯,tang guo zhen ,,,,,,福建,云霄,,,
C03782,黄乌皮,huang wu pi ,,,,,,福建,同安,,,
C03783,彭振鹏,peng zhen peng ,,,,,,广东,陆丰,,,
C03784,李炽,li chi ,,,,,,广东,罗定,,,
C03785,陈少仪,chen shao yi ,,,,,,广东,梅县,,,
C03786,林国宋,lin guo song ,,,,,,,,,,
C03787,蔡文焕,cai wen huan ,,,,,,福建,惠安,,,
C03788,沈金义,shen jin yi ,,,,,,福建,厦门,,,
C03789,洪宗海,hong zong hai ,,,,,,福建,漳州,,,
C03790,简敬,jian jing ,,,,,,广东,新会,,,
C03791,丘象边,qiu xiang bian ,,,,,,广东,饶平,,,
C03792,刘茂宗,liu mao zong ,,,,,,福建,龙岩,,,
C03793,杨人月,yang ren yue ,,,,,,福建,闽侯,,,
C03794,陈锦波,chen jin bo ,,,新加坡,,,福建,思明,,,
C03795,何渊源,he yuan yuan ,,,,,,广东,大埔,,,
C03796,林灶成,lin zao cheng ,,,,,,福建,泉州,,,
C03797,蔡金山,cai jin shan ,,,,,,福建,南安,,,
C03798,黎泰阶,li tai jie ,,,,,,广东,定安,,,
C03799,纪来丰,ji lai feng ,,,,,,广东,澄海,,,
C03800,何炳垣,he bing yuan ,,,,,,广东,新会,,,
C03801,李华双,li hua shuang ,,,,,,广东,新会,,,
C03802,陈金忠,chen jin zhong ,,,,,,福建,思明,,,
C03803,郑利庚,zheng li geng ,,,,,,广东,湖安,,,
C03804,余昌谋,yu chang mou ,,,,,,福建,古田,,,
C03805,彭子筹,peng zi chou ,,,,,,广东,陆丰,,,
C03806,江听,jiang ting ,,,,,,福建,同安,,,
C03807,李再全,li zai quan ,,,,,,广东,湖安,,,
C03808,陈献墀,chen xian chi ,,,,,,广东,文昌,,,
C03809,陈锡龄,chen xi ling ,,,,,,福建,晋江,,,
C03810,马纶潭,ma lun tan ,,,,,,福建,同安,,,
C03811,周公云,zhou gong yun ,,,,,,福建,永春,,,
C03812,范新福,fan xin fu ,,,,,,,,,,
C03813,莫喜乾,mo xi qian ,,,,,,广东,湖安,,,
C03814,李俊秩,li jun4 zhi ,,,,,,福建,同安,,,
C03815,陈石相,chen shi xiang ,,,,,,福建,永春,,,
C03816,郑国珍,zheng guo zhen ,,,,,,福建,永春,,,
C03817,郑卿显,zheng qing xian ,,,,,,福建,永春,,,
C03818,刘碧海,liu bi hai ,,,马来西亚,吉隆坡,,福建,安溪,,,
C03819,吴泗煌,wu si huang ,,,,,,福建,诏安,,,
C03820,林裘迈,lin qiu mai ,,,,,,福建,南安,,,
C03821,郑丹水,zheng dan shui ,,,,,,福建,惠安,,,
C03822,崔翰才,cui han cai ,,,,,,广东,南海,,,
C03823,黄衍郊,huang yan jiao ,,,,,,福建,南安,,,
C03824,谢合初,xie he chu ,,,,,,广东,澄海,,,
C03825,马秦,ma qin ,,,,,,广东,新会,,,
C03826,张兹窗,zhang zi chuang ,,,,,,福建,永春,,,
C03827,施瑞狮,shi rui shi ,,,,,,广东,新会,,,
C03828,谢文进,xie wen jin ,,,,,,福建,安溪,,,
C03829,许万烈,xu wan lie ,,,,,,广东,乐会,,,
C03830,佘南寿,she nan shou ,,,,,,广东,澄海,,,
C03831,林树轩,lin shu xuan ,,,,,,广东,琼东,,,
C03832,翁冠千,weng guan qian ,,,,,,广东,文昌,,,
C03833,王诗文,wang shi wen ,,,,,,广东,琼州,,,
C03834,林成义,lin cheng yi ,,,,,,福建,同安,,,
C03835,林德兴,lin de xing ,,,,,,福建,南安,,,
C03836,黄麟孙,huang lin sun ,,,,,,广东,中山,,,
C03837,许添得,xu tian de ,,,,,,广东,潮阳,,,
C03838,陈祈来,chen qi lai ,,,,,,福建,惠安,,,
C03839,傅维扁,fu wei bian ,,,,,,福建,南安,,,
C03840,方明东,fang ming dong ,,,,,,广东,文昌,,,
C03841,孙易敏,sun yi min ,,,,,,福建,永春,,,
C03842,吴泮水,wu pan shui ,,,,,,福建,同安,,,
C03843,张隐之,zhang yin zhi ,,,,,,广东,澄海,,,
C03844,林水遍,lin shui bian ,,,,,,福建,金门,,,
C03845,张汝鳌,zhang ru ao ,,,,,,福建,龙岩,,,
C03846,沈良花,shen liang hua ,,,,,,福建,诏安,,,
C03847,郑清合,zheng qing he ,,,,,,广东,揭阳,,,
C03848,黄升然,huang sheng ran ,,,,,,福建,永春,,,
C03849,叶添兴,ye tian xing ,,,,,,福建,思明,,,
C03850,叶祺新,ye qi xin ,,,,,,广东,南海,,,
C03851,陈可进,chen ke jin ,,,双加兰埠,,,福建,金门,,,
C03852,洪伟传,hong wei chuan ,,,马来西亚,沙巴,山打根,广东,东菀,,,
